Time Elapsed,Remaining Count,Non-empty Corridor Count,Average Density Over Capacity
23.5000000000087,515,198,0.143020501070437
23.6000000000092,514,197,0.144192218127708
23.7000000000091,512,197,0.142763571983813
23.8000000000094,511,197,0.142594098787247
23.9000000000103,510,198,0.1415914784915
24.0000000000109,509,196,0.143073643542827
24.3000000000122,508,202,0.138855186420273
24.4000000000125,506,202,0.138569308579997
24.5000000000128,505,207,0.13476043543596
25.2000000000153,503,202,0.14088524315815
25.5000000000173,501,194,0.146279473066211
25.600000000018,500,194,0.146142867882854
25.8000000000186,499,196,0.144245243321829
25.9000000000187,498,197,0.143725453491165
26.0000000000191,496,198,0.14170531897515
26.2000000000199,495,199,0.141704441612452
26.3000000000202,494,205,0.137053378404283
26.5000000000205,493,208,0.135376991237984
26.700000000021,492,204,0.136044432026901
27.0000000000214,491,206,0.134831987075606
27.2000000000217,490,199,0.13898441454816
27.3000000000219,489,199,0.138687149550942
27.400000000022,488,197,0.139600924421072
28.0000000000223,487,189,0.144366738339834
28.4000000000224,486,199,0.137315601227527
28.900000000023,485,197,0.1377607162502
29.1000000000234,483,196,0.137770995206135
29.2000000000238,482,196,0.136556692365912
29.3000000000239,481,193,0.137361065151775
29.400000000024,480,186,0.140678845515693
29.6000000000251,479,180,0.142601508827483
29.7000000000252,478,177,0.143542403072184
29.8000000000255,477,176,0.142910789494345
29.9000000000257,476,172,0.145713521706538
30.6000000000281,475,189,0.131030395049178
30.8000000000284,473,186,0.134217886663447
30.9000000000284,472,187,0.133575773219112
31.0000000000285,470,189,0.133274928681286
31.1000000000289,469,185,0.13665245100097
31.3000000000292,468,185,0.137220040056931
31.4000000000294,466,184,0.138362869599278
31.6000000000307,465,180,0.142015033699089
31.700000000031,463,180,0.142526361482704
32.1000000000323,462,184,0.141279075607393
32.6000000000353,461,184,0.136955644213737
32.8000000000347,459,184,0.13639661022447
32.9000000000343,458,181,0.138395159754256
33.0000000000353,455,183,0.136551975912167
33.4000000000324,454,183,0.134504909986686
33.6000000000335,453,184,0.133912385751732
33.7000000000342,452,180,0.136429114565796
33.9000000000342,451,176,0.138228195089705
34.0000000000313,449,179,0.136751695566596
34.600000000028,448,186,0.132869280814358
34.8000000000277,447,186,0.13228996270615
35.9000000000264,446,166,0.149498829383117
36.2000000000256,445,168,0.147798882142949
36.3000000000248,444,171,0.144566939174256
36.4000000000252,443,166,0.149163114912989
36.5000000000251,442,165,0.148367984533961
36.900000000025,440,169,0.145240492831475
37.1000000000261,439,169,0.1457599329116
37.2000000000263,437,168,0.145361650003924
37.3000000000257,436,166,0.146605709913417
37.7000000000259,435,158,0.15137199162069
38.5000000000262,434,161,0.150573698239806
38.7000000000261,433,165,0.147798399051186
38.8000000000258,432,170,0.144566110484514
39.1000000000244,431,174,0.146076206889488
39.2000000000234,429,169,0.15189427122033
39.7000000000228,428,161,0.164659768778905
40.6000000000206,427,174,0.142256697349949
41.0000000000174,426,173,0.140792644690282
41.20000000002,425,170,0.141472105477409
41.4000000000234,424,172,0.140371269319859
41.5000000000259,423,172,0.138890573253094
42.7000000000204,421,167,0.14856265554467
43.300000000017,420,160,0.156228593216189
43.5000000000147,419,164,0.152489461317351
43.6000000000172,417,161,0.15442530556638
43.8000000000204,416,159,0.157059118699573
44.9000000000098,415,169,0.151110151676726
45.1000000000067,414,166,0.154580039318435
45.4000000000077,413,166,0.152725981257701
45.5000000000043,412,165,0.153283778478904
46.0000000000013,411,153,0.15830018429182
46.100000000001,410,155,0.156349041410084
46.7999999999879,409,172,0.137476125132448
47.8999999999843,408,150,0.15157382713802
48.299999999986,407,153,0.147251923026648
48.3999999999857,406,154,0.146457583834421
48.7999999999841,405,155,0.142021072061382
49.699999999984,404,137,0.160977692161783
49.9999999999879,403,134,0.164566954901807
50.4999999999945,402,153,0.14124035024011
51.0999999999964,400,159,0.136842054498726
51.3999999999942,399,155,0.143398085270728
51.5999999999923,398,150,0.14781180026951
51.6999999999948,397,149,0.150326906805774
51.7999999999915,396,147,0.153337780275385
52.6999999999769,395,158,0.139856446473687
53.0999999999768,394,163,0.133538326408061
53.2999999999785,393,161,0.133961328490855
53.4999999999768,392,155,0.136687724982076
53.5999999999785,391,155,0.137033960808432
53.9999999999772,390,156,0.136181864079268
54.1999999999771,389,156,0.135966623635253
54.2999999999775,388,158,0.134365104470148
54.5999999999771,387,154,0.136012296360223
54.7999999999739,386,156,0.13405398518622
54.8999999999763,385,156,0.134638288330899
54.9999999999769,384,154,0.134707052594346
55.5999999999823,383,154,0.13385143978884
55.7999999999831,382,150,0.137699869452577
56.1999999999818,381,153,0.137808951060096
57.0999999999834,380,161,0.130009888932326
57.9999999999843,379,146,0.14596087618026
58.2999999999819,378,148,0.143895343679311
58.3999999999801,377,151,0.141448364774935
58.8999999999792,376,154,0.139637969807667
59.6999999999831,375,146,0.155024345432604
60.2999999999881,374,143,0.154846642583122
60.5999999999869,373,141,0.155471792675588
60.8999999999923,372,138,0.154884661742028
61.4999999999798,371,136,0.154601958354061
62.1999999999844,370,144,0.138397086668332
62.399999999984,369,145,0.135367034528309
62.9999999999716,368,147,0.128400048108083
63.1999999999705,367,144,0.129229270545341
63.4999999999767,365,139,0.132293435334946
64.2999999999837,364,146,0.128894207154151
64.7999999999932,363,140,0.142628699477275
65.0999999999898,362,134,0.149798689090631
65.9999999999844,361,125,0.161086321907889
66.0999999999853,360,128,0.156847345526656
66.1999999999865,359,128,0.156615812282768
66.2999999999897,358,129,0.155636567639168
66.4999999999875,357,131,0.152015535454431
66.599999999992,356,133,0.147153982725989
66.8999999999981,355,135,0.141931466849434
67.1000000000008,353,139,0.13685393874091
67.3999999999936,352,136,0.139709684896659
67.7999999999811,351,128,0.148097401540974
68.0999999999882,350,127,0.150474834199527
68.2999999999859,349,129,0.148476667201617
68.5999999999909,347,127,0.151456354135188
69.0999999999952,346,128,0.14918417690365
69.3000000000028,345,128,0.149048960557496
70.000000000017,344,120,0.157911511657729
70.2000000000205,343,120,0.155821043985866
70.3000000000205,342,119,0.155473438956945
70.4000000000203,341,120,0.153713083375894
71.3000000000536,340,118,0.161743952560957
71.7000000000694,338,119,0.158901567913497
72.3000000000906,337,124,0.153755242016573
72.6000000000914,336,128,0.147404145757896
73.1000000000992,335,124,0.153566003233397
73.2000000000977,333,125,0.152571373803359
73.4000000000962,332,122,0.15623067808722
73.8000000001009,331,123,0.152943531878877
73.9000000000972,330,122,0.154513749657963
74.500000000103,328,127,0.149728425904637
74.7000000001025,327,123,0.153772634161856
74.8000000001008,326,122,0.154173191888326
74.9000000000985,325,120,0.155413348645767
75.2000000001101,324,120,0.155587382932278
75.5000000001228,323,117,0.157878660750002
76.000000000128,321,110,0.163683975266884
76.40000000012,320,118,0.15283420267063
78.0000000001404,319,122,0.146723431364404
78.6000000001392,318,122,0.145115823981718
79.0000000001522,316,127,0.137992462051857
79.3000000001547,315,123,0.14037523639531
79.4000000001549,314,123,0.139734945068417
79.600000000155,312,116,0.147475541773604
79.8000000001571,311,118,0.144328332354922
80.9000000001695,310,122,0.141649770763603
81.6000000001694,309,116,0.15059046649487
82.7000000001801,308,117,0.147428846050202
83.1000000001897,307,111,0.15664488806413
83.2000000001891,306,112,0.156326672728052
83.4000000001832,305,116,0.151055809822947
83.5000000001861,304,115,0.152060966667599
83.7000000001845,303,117,0.149306536498481
84.2000000002005,302,118,0.146519066612371
84.4000000002053,301,121,0.142163564993288
84.5000000002092,300,119,0.143456191014157
84.8000000002214,299,119,0.143592566170978
84.900000000225,298,119,0.141797882678937
85.5000000002053,297,110,0.150207558096217
86.0000000002159,296,109,0.148892279766916
86.1000000002103,295,109,0.147084656754364
86.3000000002203,294,115,0.13929525586814
86.6000000002174,293,114,0.138008885755298
87.1000000002155,292,112,0.139746972808287
87.5000000001964,291,111,0.139446971371947
88.8000000002083,290,111,0.138809455072596
88.9000000002061,289,110,0.138769882908143
89.000000000201,288,109,0.140658370177647
89.4000000001817,287,114,0.134820003513834
